Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
BST498,IND STUDY SCI TECH,BST,2020,SPR,IS,-,11656,A,5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10E', in original.",-,not listed
BST498,IND STUDY SCI TECH,BST,2020,SPR,IS,-,11657,B,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10E', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,SPR,IS,-,11658,A,5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10E', in original.",-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,SPR,IS,-,11659,B,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10E', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
BST205,WOMEN IN STEM,BST,2020,AUT,no_restriction,no_add_code,12008,A,3,-,TTh,915-1045,*,*,"Key, Joey Shapiro",Closed,37,30,-,-,%,"Key, Joey Shapiro",not listed
BST301,SCIENTIFIC WRITING,BST,2020,AUT,no_restriction,no_add_code,12009,A,5,-,TTh,1100-100,*,*,"Galindo, Heather M",Closed,24,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2020,AUT,IS,-,12010,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2020,AUT,IS,-,12011,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2020,AUT,IS,add_code_required,12012,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,AUT,IS,-,12013,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,AUT,IS,-,12014,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2024,SUM,IS,-,10557,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2024,SUM,IS,-,10558,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2024,SUM,IS,-,10559,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST200,INTRO TO CLIMATE SCI,,2016,SUM,no_restriction,no_add_code,14352,A,5,-,MW,1230-230,SSG,CNSVTRY,"Galindo, Heather Michelle",Open,15,30,-,-,-,"Galindo, Heather Michelle",not listed
BST498,IND STUDY SCI TECH,,2016,SUM,IS,-,10574,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2016,SUM,IS,-,10575,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2016,SUM,IS,-,10576,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST200,INTRO TO CLIMATE SCI,BST,2016,WIN,no_restriction,no_add_code,11771,A,5,-,MW,845-1045,UW2,340,"Lovitt, Charity E",Open,22,30,-,-,-,"Lovitt, Charity E",not listed
BST498,IND STUDY SCI TECH,BST,2016,WIN,IS,-,11782,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,%,-,not listed
BST498,IND STUDY SCI TECH,BST,2016,WIN,IS,-,11783,B,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,%,-,not listed
BST498,IND STUDY SCI TECH,BST,2016,WIN,IS,-,11784,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,%,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,WIN,IS,-,11785,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,%,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,WIN,IS,-,22021,B,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '5', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret '%', in original.",-,not listed
BST205,WOMEN IN STEM,BST,2024,WIN,no_restriction,no_add_code,11748,A,3,-,MW,845-1045,UW2,205,"Mlodnosky, Karyn",Open,25,30,-,-,-,"Mlodnosky, Karyn",not listed
BST301,SCIENTIFIC WRITING,BST,2024,WIN,no_restriction,no_add_code,11749,A,5,-,MW,845-1045,UWBB,260,"Galindo, Heather M",Open,14,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2024,WIN,IS,-,11751,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,WIN,IS,-,11752,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,WIN,IS,-,11753,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,WIN,IS,-,11754,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,WIN,IS,-,11755,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,WIN,IS,-,11756,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2023,AUT,no_restriction,no_add_code,12043,A,3,-,MW,1100-1215,UW1,060,"Key, Joey Shapiro",Closed,30,30,-,-,-,"Key, Joey Shapiro",not listed
BST293,SPECIAL TOPICS,BST,2023,AUT,no_restriction,no_add_code,12044,A,5,-,MW,115-315,UW1,110,"Chang, Cynthia",Open,8,30,-,-,-,"Chang, Cynthia",not listed
BST498,IND STUDY SCI TECH,BST,2023,AUT,IS,-,12046,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2023,AUT,IS,-,12047,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2023,AUT,IS,add_code_required,12048,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2023,AUT,IS,-,12049,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2023,AUT,IS,-,12050,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST153,INTRO GEOLOGY,BST,2018,SPR,-,-,11697,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Closed,6,15,-,$20,J,"Shinneman, Avery",not listed
BST154,INTRO OCEANOGRAPHY,BST,2018,SPR,no_restriction,no_add_code,11698,A,5,-,TTh,115-315,UW2,131,"Galindo, Heather Michelle",Open,5,15,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,BST,2018,SPR,no_restriction,no_add_code,11699,A,5,-,TTh,845-1045,LBA,003,"Salathe, Eric P.",Open,26,30,-,-,-,"Salathe, Eric P.",not listed
BST301,SCIENTIFIC WRITING,BST,2018,SPR,no_restriction,no_add_code,11700,A,5,-,MW,845-1045,UW1,261,"Galindo, Heather Michelle",Open,26,30,-,-,W,"Galindo, Heather Michelle",not listed
BST301,SCIENTIFIC WRITING,BST,2018,SPR,no_restriction,no_add_code,11701,B,5,-,TTh,1100-100,UW1,110,"Lovitt, Charity E",Open,22,30,-,-,W,"Lovitt, Charity E",not listed
BST498,IND STUDY SCI TECH,BST,2018,SPR,IS,-,11702,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2018,SPR,IS,-,11703,B,1-5,-,-,to_be_arranged,-,-,-,Open,2,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,SPR,IS,-,11704,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,SPR,IS,-,11705,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,SPR,IS,-,22018,C,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10E', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
BST153,INTRO GEOLOGY,BST,2018,AUT,-,-,11935,A,5,-,MW,845-1045,DISC,369,-,-,-,-,-,-," Note: couldn't interpret '369', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '5', in original. Note: couldn't interpret '12', in original. Note: couldn't interpret 'J', in original.",-,not listed
BST154,INTRO OCEANOGRAPHY,BST,2018,AUT,-,-,11936,A,5,-,MW,330-530,DISC,252,"Galindo, Heather Michelle",Open,13,24,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,BST,2018,AUT,no_restriction,no_add_code,11937,A,5,-,TTh,115-315,UW2,211,"Galindo, Heather Michelle",Open,29,30,-,-,-,"Galindo, Heather Michelle",not listed
BST205,WOMEN IN STEM,BST,2018,AUT,no_restriction,no_add_code,23478,A,3,-,TTh,1100-1230,UWBB,205,"Hill, Erin",Open,26,30,-,-,%,"Hill, Erin",not listed
BST301,SCIENTIFIC WRITING,BST,2018,AUT,no_restriction,no_add_code,11938,A,5,-,MW,115-315,UW1,261,"Galindo, Heather Michelle",Closed,24,24,-,-,W,"Galindo, Heather Michelle",not listed
BST498,IND STUDY SCI TECH,BST,2018,AUT,IS,-,11940,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2018,AUT,IS,-,11941,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2018,AUT,IS,add_code_required,11942,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,AUT,IS,-,11943,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,AUT,IS,-,11944,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,,2023,SPR,no_restriction,no_add_code,11770,A,3,-,MW,845-1045,UW2,040,"Mlodnosky, Karyn",Closed,30,30,-,-,-,"Mlodnosky, Karyn",not listed
BST498,IND STUDY SCI TECH,,2023,SPR,IS,-,11771,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,,2023,SPR,IS,-,11772,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2023,SPR,IS,-,11773,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2023,SPR,IS,-,11774,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST154,INTRO OCEANOGRAPHY,,2019,SUM,-,-,14284,A,5,-,MW,1145-215,DISC,252,"Galindo, Heather M",Closed,3,15,-,-,J,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,,2019,SUM,IS,-,10639,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2019,SUM,IS,-,10640,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2019,SUM,IS,-,10641,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2022,SUM,IS,-,10589,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2022,SUM,IS,-,10590,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2022,SUM,IS,-,10591,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2021,WIN,no_restriction,no_add_code,11835,A,3,-,TTh,1100-100,*,*,"Musselman, Alexandria Theak",Closed,30,30,-,-,%,"Musselman, Alexandria Theak",not listed
BST293,SPECIAL TOPICS,BST,2021,WIN,no_restriction,no_add_code,11836,A,5,-,MW,115-315,*,*,"Hannachi, Imen",Open,0,48,-,-,-,"Hannachi, Imen",not listed
BST301,SCIENTIFIC WRITING,BST,2021,WIN,no_restriction,no_add_code,11837,A,5,-,TTh,845-1045,*,*,"Galindo, Heather M",Open,20,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2021,WIN,IS,-,11839,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2021,WIN,IS,-,11840,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2021,WIN,IS,-,11841,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2021,WIN,IS,-,11842,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2021,WIN,IS,-,11843,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2021,WIN,IS,-,11844,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BEARTH153,INTRO GEOLOGY,,2024,SPR,-,-,21584,A,5,-,Th,115-315,DISC,369,"Kochanski, Mark",Open,16,24,-,-,B,"Kochanski, Mark",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2024,SPR,no_restriction,no_add_code,21286,A,5,-,MW,115-315,UW2,141,"Galindo, Heather M",Open,29,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2024,SPR,no_restriction,no_add_code,11144,A,5,-,TTh,115-315,UW2,131,"Fields, Tracy A",Closed,48,48,-,-,-,"Fields, Tracy A",not listed
BEARTH201,EARTH SYS MAPPING,,2024,SPR,-,-,11145,A,5,-,M,115-315,DISC,369,"Shinneman, Avery",Closed,24,24,-,-,B,"Shinneman, Avery",not listed
BEARTH153,INTRO GEOLOGY,,2023,SPR,-,-,11166,A,5,-,Th,115-315,DISC,369,"Kochanski, Mark",Closed,24,24,-,$20,B,"Kochanski, Mark",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2023,SPR,no_restriction,no_add_code,21237,A,5,-,TTh,1100-100,UW1,102,"Galindo, Heather M",Open,38,40,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2023,SPR,no_restriction,no_add_code,11167,A,5,-,TTh,115-315,UW1,220,"Fields, Tracy A",Open,45,48,-,-,-,"Fields, Tracy A",not listed
BEARTH310,WEATHER AND CLIMATE ,,2023,SPR,no_restriction,no_add_code,21247,A,5,-,MW,330-530,UW2,205,"Salathe, Eric P",Open,6,30,-,-,-,"Salathe, Eric P",not listed
BEARTH321,GEOMORPHOLOGY,,2023,SPR,-,-,11168,A,5,-,TTh,1100-100,DISC,369,"Turner, Rob",Open,16,24,-,-,-,"Turner, Rob",not listed
BEARTH153,INTRO GEOLOGY,,2022,SPR,-,-,11186,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Open,23,24,-,-,-,"Shinneman, Avery",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2022,SPR,no_restriction,no_add_code,11187,A,5,-,TTh,115-315,UW2,131,"Galindo, Heather M",Open,46,48,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2022,SPR,no_restriction,no_add_code,11188,A,5,-,TTh,845-1045,UW1,41,"Fields, Tracy A",Open,42,48,-,-,-,"Fields, Tracy A",not listed
BEARTH153,INTRO GEOLOGY,BEARTH,2019,AUT,-,-,23775,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Open,16,24,-,-,-,"Shinneman, Avery",not listed
BEARTH154,INTRO OCEANOGRAPHY,BEARTH,2019,AUT,no_restriction,no_add_code,11324,A,5,-,TTh,845-1045,UWBB,205,"Galindo, Heather M",Open,38,40,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,BEARTH,2019,AUT,no_restriction,no_add_code,23725,A,5,-,MW,115-315,UW2,40,"Galindo, Heather M",Open,27,30,-,-,-,"Galindo, Heather M",not listed
BEARTH201,EARTH SYS MAPPING,BEARTH,2019,AUT,no_restriction,no_add_code,11325,A,5,-,MW,845-1045,UW2,40,"Shinneman, Avery",Open,14,30,-,-,%,"Shinneman, Avery",not listed
BEARTH300,ENV SYSTEM THINKING ,BEARTH,2019,AUT,Restr,-,-,A,5,-,TTh,1100-100,DISC,369,"Turner, Rob",Open,10,30,-,-,%,"Turner, Rob",not listed
BEARTH320,CLIMATE IMPACTS,BEARTH,2019,AUT,no_restriction,no_add_code,23881,A,5,-,MW,1100-100,UW2,40,"Salathe, Eric P",Open,18,30,-,-,-,"Salathe, Eric P",not listed
BEARTH341,NATURAL HAZARDS,BEARTH,2019,AUT,no_restriction,no_add_code,11328,A,5,-,MW,1100-100,UWBB,205,"Redsteer, Margaret",Open,35,40,-,-,-,"Redsteer, Margaret",not listed
BEARTH153,INTRO GEOLOGY,,2020,SPR,-,-,20972,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Closed,24,24,-,-,-,"Shinneman, Avery",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2020,SPR,no_restriction,no_add_code,11073,A,5,-,TTh,115-315,UW1,110,"Galindo, Heather M",Closed,30,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2020,SPR,no_restriction,no_add_code,11074,A,5,-,TTh,1100-100,UW2,221,"Salathe, Eric P",Closed,30,30,-,-,-,"Salathe, Eric P",not listed
BEARTH153,INTRO GEOLOGY,,2021,SPR,no_restriction,no_add_code,11154,A,5,-,MW,945-1045,*,*,"Shinneman, Avery",Open,38,40,-,-,-,"Shinneman, Avery",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2021,SPR,no_restriction,no_add_code,11155,A,5,-,TTh,115-315,*,*,"Galindo, Heather M",Open,29,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2021,SPR,no_restriction,no_add_code,11156,A,5,-,-,to_be_arranged,*,*,"Salathe, Eric P",Closed,30,30,-,-,-,"Salathe, Eric P",not listed
BEARTH341,NATURAL HAZARDS,,2021,SPR,no_restriction,no_add_code,11158,A,5,-,T,1100-100,*,*,"Turner, Rob",Closed,45,45,-,-,-,"Turner, Rob",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2024,AUT,no_restriction,no_add_code,11339,A,5,-,MW,845-1045,UW1,102,"Galindo, Heather M",Open,29,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2024,AUT,no_restriction,no_add_code,11340,A,5,-,TTh,115-315,LBA,3,"Fields, Tracy A",Open,28,30,-,-,-,"Fields, Tracy A",not listed
BEARTH320,CLIMATE IMPACTS,,2024,AUT,no_restriction,no_add_code,11341,A,5,-,TTh,1100-100,LBA,3,"Salathe, Eric P",Open,29,30,-,-,-,"Salathe, Eric P",not listed
BEARTH321,GEOMORPHOLOGY,,2024,AUT,-,-,11342,A,5,-,MW,1100-100,DISC,369,"Shinneman, Avery",Open,21,24,-,-,-,"Shinneman, Avery",not listed
BEARTH341,NATURAL HAZARDS,,2024,AUT,-,-,11343,A,5,-,TTh,1100-100,DISC,369,"Turner, Rob",Open,23,24,-,-,-,"Turner, Rob",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2023,SUM,no_restriction,no_add_code,14092,A,5,-,TTh,1115-145,UW2,40,"Galindo, Heather M",Open,12,30,-,-,-,"Galindo, Heather M",not listed
BEARTH153,INTRO GEOLOGY,,2023,AUT,-,-,11314,A,5,-,TTh,115-315,DISC,369,"Shinneman, Avery",Open,23,24,-,-,-,"Shinneman, Avery",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2023,AUT,no_restriction,no_add_code,11315,A,5,-,TTh,115-315,LBA,3,"Fields, Tracy A",Open,29,30,-,-,-,"Fields, Tracy A",not listed
BEARTH320,CLIMATE IMPACTS,,2023,AUT,no_restriction,no_add_code,11317,A,5,-,TTh,1100-100,LBA,3,"Turner, Rob",Open,29,30,-,-,-,"Turner, Rob",not listed
BEARTH321,GEOMORPHOLOGY,,2023,AUT,-,-,11318,A,5,-,MW,1100-100,DISC,369,"Shinneman, Avery",Open,22,24,-,-,-,"Shinneman, Avery",not listed
BEARTH341,NATURAL HAZARDS,,2023,AUT,no_restriction,no_add_code,11319,A,5,-,M,115-315,UW1,51,"Redsteer, Margaret",Closed,48,48,-,-,-,"Redsteer, Margaret",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2020,WIN,no_restriction,no_add_code,21817,A,5,-,F,1100-100,UW1,31,"Salathe, Eric P",Open,23,30,-,-,-,"Salathe, Eric P",not listed
BEARTH318,HYDROGEOLOGY,,2020,WIN,-,-,11227,A,5,-,TTh,1100-100,DISC,369,"Turner, Rob",Open,22,24,-,$15,-,"Turner, Rob",not listed
BEARTH341,NATURAL HAZARDS,,2020,WIN,no_restriction,no_add_code,11228,A,5,-,TTh,330-530,UW2,305,"Redsteer, Margaret",Open,18,40,-,-,-,"Redsteer, Margaret",not listed
BEARTH154,INTRO OCEANOGRAPHY,BEARTH,2022,AUT,no_restriction,no_add_code,11326,A,5,-,TTh,845-1045,UWBB,205,"Galindo, Heather M",Closed,30,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,BEARTH,2022,AUT,no_restriction,no_add_code,11327,A,5,-,TTh,115-315,UW1,110,"Salathe, Eric P",Open,43,48,-,-,-,"Salathe, Eric P",not listed
BEARTH300,ENV SYSTEM THINKING ,BEARTH,2022,AUT,Restr,-,-,A,5,-,TTh,1100-100,DISC,162,"Turner, Rob",Open,8,30,-,-,%,"Turner, Rob",not listed
BEARTH317,SOILS IN THE ENVIRON,BEARTH,2022,AUT,-,-,11329,A,5,-,W,330-530,DISC,369,"Malone, Melanie",Open,17,24,-,$50,B,"Malone, Melanie",not listed
BEARTH320,CLIMATE IMPACTS,BEARTH,2022,AUT,no_restriction,no_add_code,11330,A,5,-,MW,115-315,LBA,3,"Salathe, Eric P",Closed,31,30,-,-,-,"Salathe, Eric P",not listed
BEARTH341,NATURAL HAZARDS,BEARTH,2022,AUT,no_restriction,no_add_code,11331,A,5,-,T,1100-100,UW2,131,"Redsteer, Margaret",Open,29,40,-,-,B,"Redsteer, Margaret",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2021,WIN,no_restriction,no_add_code,11222,A,5,-,MW,1100-100,*,*,"Galindo, Heather M",Open,29,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2021,WIN,no_restriction,no_add_code,11223,A,5,-,TTh,115-315,*,*,"Galindo, Heather M",Open,28,30,-,-,-,"Galindo, Heather M",not listed
BEARTH318,HYDROGEOLOGY,,2021,WIN,-,-,11224,A,5,-,TTh,330-530,DISC,252,"Turner, Rob",Open,17,20,-,-,-,"Turner, Rob",not listed
BEARTH320,CLIMATE IMPACTS,,2021,WIN,no_restriction,no_add_code,22074,A,5,-,TTh,1100-100,*,*,"Salathe, Eric P",Open,16,20,-,-,-,"Salathe, Eric P",not listed
BEARTH341,NATURAL HAZARDS,,2021,WIN,no_restriction,no_add_code,11225,A,5,-,-,to_be_arranged,*,*,"Redsteer, Margaret",Open,44,45,-,-,-,"Redsteer, Margaret",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2020,SUM,no_restriction,no_add_code,14244,A,5,-,MW,1115-145,UWBB,205,"Galindo, Heather M",Closed,15,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2020,SUM,no_restriction,no_add_code,14362,A,5,-,TTh,900-1130,UW1,40,"Salathe, Eric P",Closed,21,30,-,-,B,"Salathe, Eric P",not listed
BEARTH153,INTRO GEOLOGY,,2024,WIN,-,-,21894,A,5,-,MW,1100-100,DISC,369,"Shinneman, Avery",Open,23,24,-,$20,-,"Shinneman, Avery",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2024,WIN,no_restriction,no_add_code,11204,A,5,-,TTh,115-315,UW2,31,"Galindo, Heather M",Closed,30,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2024,WIN,no_restriction,no_add_code,11205,A,5,-,TThF,845-1005,UW1,20,"Fields, Tracy A",Open,23,48,-,-,-,"Fields, Tracy A",not listed
BEARTH318,HYDROGEOLOGY,,2024,WIN,-,-,21895,A,5,-,TTh,1100-100,DISC,369,"Turner, Rob",Open,23,24,-,$17,-,"Turner, Rob",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2023,WIN,no_restriction,no_add_code,11268,A,5,-,TTh,845-1045,UW1,202,"Galindo, Heather M",Open,45,48,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2023,WIN,no_restriction,no_add_code,11269,A,5,-,TTh,115-315,UW1,50,"Fields, Tracy A",Open,47,48,-,-,-,"Fields, Tracy A",not listed
BEARTH318,HYDROGEOLOGY,,2023,WIN,-,-,11270,A,5,-,TTh,330-530,DISC,369,"Turner, Rob",Open,19,24,-,$17,-,"Turner, Rob",not listed
BEARTH154,INTRO OCEANOGRAPHY,,2020,AUT,no_restriction,no_add_code,23164,A,5,-,MW,115-315,*,*,"Galindo, Heather M",Open,29,30,-,-,-,"Galindo, Heather M",not listed
BEARTH155,INTRO TO CLIMATE SCI,,2020,AUT,no_restriction,no_add_code,11326,A,5,-,MW,1100-100,*,*,"Salathe, Eric P",Closed,30,30,-,-,-,"Salathe, Eric P",not listed
BEARTH300,ENV SYSTEM THINKING ,,2020,AUT,no_restriction,no_add_code,11328,A,5,-,TTh,1100-100,*,*,"Turner, Rob",Open,14,30,-,-,%,"Turner, Rob",not listed
