Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
CSS434,PARA DISTR COMPUTING,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,220,"Fukuda, Munehiro",Open,32,45,-,$22,-,"Fukuda, Munehiro",not listed
CSS458,COMPUTER SIMULATION ,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '102', in original. Note: couldn't interpret 'LIN,JOHNNY', in original. Note: couldn't interpret 'W', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '22', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$13', in original.",-,not listed
CSS474,PRODUCT DEVEL LAB,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '031', in original. Note: couldn't interpret 'SHAW,DAVID', in original. Note: couldn't interpret 'S.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '4', in original. Note: couldn't interpret '5', in original. Note: couldn't interpret '$6', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS475,DATABASE SYSTEMS,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,021,"Parsons, Erika F.",Closed,42,40,-,$13,-,"Parsons, Erika F.",not listed
CSS480,HUMAN-COMP INTERACT ,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '210', in original. Note: couldn't interpret 'ERDLY,WILLIAM', in original. Note: couldn't interpret 'W', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$9', in original.",-,not listed
CSS490,SPECIAL TOPICS,CSS,2016,SPR,Restr,no_add_code,-,B,5,-,MW,330-530,UW2,141,"Asuncion, Hazeline U",Open,33,45,-,-,-,"Asuncion, Hazeline U",not listed
CSS490,SPECIAL TOPICS,CSS,2016,SPR,no_restriction,no_add_code,21486,C,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '305', in original. Note: couldn't interpret 'STIBER,MICHAEL', in original. Note: couldn't interpret 'D', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '4', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS495,A CMPT INTERNSHIP,CSS,2016,SPR,-,add_code_required,13024,A,1-5,-,-,to_be_arranged,-,-,"Anderson, Laurie Joy",-,1,5,CR_NC,-,-,"Anderson, Laurie Joy",not listed
CSS496,APPL CMPT CAPSTONE,CSS,2016,SPR,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,LBA,-,003,-,-,-,"ANDERSON,LAURIE Note: couldn't interpret 'JOY', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '2', in original. Note: couldn't interpret '15', in original. Note: couldn't interpret 'CR_NC', in original.",LBA,not listed
CSS496,APPL CMPT CAPSTONE,CSS,2016,SPR,Restr,no_add_code,-,B,5,-,-,to_be_arranged,-,-,-,Open,0,15,CR_NC,-,-,-,not listed
CSS497,CS & SE CAPSTONE,CSS,2016,SPR,IS,add_code_required,13027,A,-,-,-,1-10,-,-,-,-,-,-,-,-,"to_be_arranged Note: couldn't interpret '5', in original. Note: couldn't interpret '40E', in original. Note: couldn't interpret 'R', in original.",-,not listed
CSS497,CS & SE CAPSTONE,CSS,2016,SPR,IS,add_code_required,21084,B,-,-,-,1-10,-,-,-,-,-,-,-,-,"to_be_arranged Note: couldn't interpret '*', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret '49', in original. Note: couldn't interpret '40E', in original. Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret 'R', in original.",-,not listed
CSS498,INDEPENDENT STUDY,CSS,2016,SPR,IS,add_code_required,13028,A,1-5,-,-,to_be_arranged,-,6,-,-,-,-,-,-,20E,-,not listed
CSS498,INDEPENDENT STUDY,CSS,2016,SPR,IS,add_code_required,13029,B,1-5,-,-,to_be_arranged,-,12,-,-,-,-,-,-,"20E Note: couldn't interpret 'CR_NC', in original.",-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2016,SPR,IS,add_code_required,13030,A,1-5,-,-,to_be_arranged,-,12,-,-,-,-,-,-,"20E Note: couldn't interpret 'R', in original.",-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2016,SPR,IS,add_code_required,13031,B,1-5,-,-,to_be_arranged,-,5,-,-,-,-,-,-,"20E Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret 'R', in original.",-,not listed
CSS101,DIGITAL THINKING,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,1100-100,UW1,060,"Kim, Jeffrey Y.",Open,11,24,-,-,J,"Kim, Jeffrey Y.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2024,SPR,no_restriction,no_add_code,13098,A,5,-,TTh,330-530,UW2,141,"Oliver, Dawn-Marie",Open,27,48,-,$10,-,"Oliver, Dawn-Marie",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2024,SPR,no_restriction,no_add_code,13099,B,5,-,MW,330-530,UW2,240,"Oliver, Dawn-Marie",Open,37,48,-,$10,-,"Oliver, Dawn-Marie",not listed
CSS112,INTRO PROG SCI APP,CSS,2024,SPR,Restr,no_add_code,-,A,4,-,TTh,845-1045,UW2,131,"Gunnerson, Kim N.",Open,35,48,-,-,-,"Gunnerson, Kim N.",not listed
CSS123,PROG DATA SCI,CSS,2024,SPR,no_restriction,no_add_code,21293,A,3,-,TTh,1100-100,UW1,202,"Lin, Johnny W",Open,8,48,-,-,-,"Lin, Johnny W",not listed
CSS142,CMPT PROG I,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,1100-100,UW2,240,"Stanev, Roger",Open,46,48,-,-,-,"Stanev, Roger",not listed
CSS142,CMPT PROG I,CSS,2024,SPR,Restr,no_add_code,-,B,5,-,MW,330-530,UW1,221,"Uong, Ethan",Open,39,48,-,-,-,"Uong, Ethan",not listed
CSS142,CMPT PROG I,CSS,2024,SPR,Restr,no_add_code,-,C,5,-,TTh,330-530,UW1,202,"Chini, Morteza",Open,35,48,-,-,-,"Chini, Morteza",not listed
CSS143,CMPT PROG II,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,330-530,UW1,051,"Nixon, David M.",Open,45,48,-,-,-,"Nixon, David M.",not listed
CSS143,CMPT PROG II,CSS,2024,SPR,Restr,no_add_code,-,B,5,-,MW,1100-100,UW1,110,"Du, Peng",Open,47,48,-,-,-,"Du, Peng",not listed
CSS143,CMPT PROG II,CSS,2024,SPR,Restr,no_add_code,-,C,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '051', in original. Note: couldn't interpret 'NIXON,DAVID', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '25', in original. Note: couldn't interpret '48', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2024,SPR,IS,add_code_required,21588,A,1-5,-,-,to_be_arranged,*,*,-,-,0,40,-,-,-,-,not listed
CSS198,SUPERVISED STUDY,CSS,2024,SPR,IS,add_code_required,21589,B,1-5,-,-,to_be_arranged,*,*,-,-,0,40,CR_NC,-,-,-,not listed
CSS199,COMPUTING RESEARCH,CSS,2024,SPR,IS,add_code_required,21590,A,1-5,-,-,to_be_arranged,*,*,-,-,0,40,-,-,-,-,not listed
CSS199,COMPUTING RESEARCH,CSS,2024,SPR,IS,add_code_required,21591,B,1-5,-,-,to_be_arranged,*,*,-,-,0,40,CR_NC,-,-,-,not listed
CSS211,COMPUTERS & SOCIETY ,CSS,2024,SPR,no_restriction,no_add_code,13107,A,5,-,MW,1100-100,UW1,221,"Shaw, Carol A",Open,44,48,-,$10,-,"Shaw, Carol A",not listed
CSS225,PHYS/CHEM OF COMP,CSS,2024,SPR,no_restriction,no_add_code,13108,A,5,-,F,1100-100,UW1,202,"Gunnerson, Kim N.",Open,44,48,-,-,B,"Gunnerson, Kim N.",not listed
CSS290,TOPICS IN COMPUTING ,CSS,2024,SPR,no_restriction,no_add_code,13109,A,2,-,T,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '210', in original. Note: couldn't interpret 'Anderson,Laurie', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '18', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$11', in original.",-,not listed
CSS290,TOPICS IN COMPUTING ,CSS,2024,SPR,no_restriction,no_add_code,21294,B,2,-,F,845-1045,UW2,040,"Gruenbaum, Peter E",Open,26,30,CR_NC,-,-,"Gruenbaum, Peter E",not listed
CSS295,K12 COMPUTING EDU,CSS,2024,SPR,-,add_code_required,13110,A,2,-,Th,330-530,UW2,228,"Kool, Nancy L.",-,6,12,CR_NC,$10,-,"Kool, Nancy L.",not listed
CSS301,TECHNICAL WRITING,CSS,2024,SPR,-,add_code_required,13111,A,5,-,TTh,330-530,UW1,060,"Anderson, Laurie Joy",-,28,30,-,$10,W,"Anderson, Laurie Joy",not listed
CSS301,TECHNICAL WRITING,CSS,2024,SPR,-,add_code_required,13112,B,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"DISC Note: couldn't interpret '252', in original. Note: couldn't interpret 'Kool,Nancy', in original. Note: couldn't interpret 'L.', in original. Note: couldn't interpret '16', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'W', in original.",-,not listed
CSS301,TECHNICAL WRITING,CSS,2024,SPR,-,add_code_required,13113,C,5,-,MW,330-530,UW2,205,"Kool, Nancy L.",-,30,30,-,$10,W,"Kool, Nancy L.",not listed
CSS310,IA & CYBERSECURITY,CSS,2024,SPR,no_restriction,no_add_code,13114,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'Awad,Ahmed', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '41', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS310,IA & CYBERSECURITY,CSS,2024,SPR,no_restriction,no_add_code,13115,B,5,-,F,1100-100,UW1,050,"Joshi, Sanjay",Closed,48,48,-,$10,B,"Joshi, Sanjay",not listed
CSS337,SECURE SYSTEMS,CSS,2024,SPR,no_restriction,no_add_code,13116,A,5,-,MW,1100-100,UW1,102,"Thamilarasu, Geetha",Open,25,48,-,$23,-,"Thamilarasu, Geetha",not listed
CSS342,"DATA, ALG, MATH I",CSS,2024,SPR,no_restriction,no_add_code,13118,A,5,-,MW,115-315,UW2,305,"Dimpsey, Robert T",Open,33,40,-,$23,-,"Dimpsey, Robert T",not listed
CSS342,"DATA, ALG, MATH I",CSS,2024,SPR,no_restriction,no_add_code,13119,B,5,-,TTh,1100-100,UWBB,205,"Ewing, Katie",Open,19,40,-,$23,-,"Ewing, Katie",not listed
CSS342,"DATA, ALG, MATH I",CSS,2024,SPR,-,-,13120,C,5,-,TTh,115-315,DISC,252,"Arian, Eyal",Open,9,40,-,$23,-,"Arian, Eyal",not listed
CSS343,"DATA, ALG, MATH II",CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '110', in original. Note: couldn't interpret 'Zander,Carol', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '15', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS343,"DATA, ALG, MATH II",CSS,2024,SPR,Restr,no_add_code,-,B,5,-,MW,1100-100,INV,134,"Mashhadi, Afra",Open,19,40,-,$23,-,"Mashhadi, Afra",not listed
CSS343,"DATA, ALG, MATH II",CSS,2024,SPR,Restr,-,-,C,5,-,TTh,1100-100,DISC,061,"Si, Dong",Open,39,40,-,$23,-,"Si, Dong",not listed
CSS350,MGT PRINCIPLES,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,1100-100,INV,111,"Pyle, Douglas M.",Open,43,48,-,$10,-,"Pyle, Douglas M.",not listed
CSS350,MGT PRINCIPLES,CSS,2024,SPR,Restr,no_add_code,-,B,5,-,MW,115-315,UW1,102,"Retik, Arkady",Closed,49,48,-,$10,-,"Retik, Arkady",not listed
CSS360,SOFTWARE ENGR,CSS,2024,SPR,no_restriction,no_add_code,13125,A,5,-,MW,115-315,UW2,205,"Kim, Jeffrey Y.",Closed,30,30,-,$10,-,"Kim, Jeffrey Y.",not listed
CSS360,SOFTWARE ENGR,CSS,2024,SPR,no_restriction,no_add_code,13126,B,5,-,MW,1100-100,UW2,221,"Chini, Morteza",Closed,30,30,-,$10,-,"Chini, Morteza",not listed
CSS360,SOFTWARE ENGR,CSS,2024,SPR,no_restriction,no_add_code,13127,C,5,-,TTh,330-530,UW1,261,"Uong, Ethan",Closed,30,30,-,$10,-,"Uong, Ethan",not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,115-315,UW1,220,"Zade, Himanshu",Open,20,48,-,$10,-,"Zade, Himanshu",not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2024,SPR,no_restriction,no_add_code,13129,B,5,-,Th,1100-100,UW1,050,"Kochanski, Mark",Open,34,48,-,$10,B,"Kochanski, Mark",not listed
CSS370,ANALYSIS AND DESIGN ,CSS,2024,SPR,no_restriction,no_add_code,13130,C,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '202', in original. Note: couldn't interpret 'Chini,Morteza', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '47', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS371,BUSINESS OF TECH,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,102,"Shaw, Carol A",Open,40,48,-,$10,-,"Shaw, Carol A",not listed
CSS382,INTRO TO AI,CSS,2024,SPR,no_restriction,no_add_code,13132,A,5,-,TTh,1100-100,UW2,131,"Stanev, Roger",Open,46,48,-,-,-,"Stanev, Roger",not listed
CSS385,INTRO TO GAME DEV,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,330-530,UW1,202,"Pisan, Yusuf",Open,44,48,-,$23,-,"Pisan, Yusuf",not listed
CSS390,SPECIAL TOPICS,CSS,2024,SPR,no_restriction,no_add_code,13136,B,5,-,TTh,330-530,UW2,211,"Kochanski, Mark",Open,17,30,-,$10,B,"Kochanski, Mark",not listed
CSS397,COMPUTING INTERNSHIP,CSS,2024,SPR,IS,add_code_required,21595,A,1-5,-,-,to_be_arranged,*,*,-,-,0,10,CR_NC,-,-,-,not listed
CSS411,CMPT & PUB POLICY,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '131', in original. Note: couldn't interpret 'Stanev,Roger', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '18', in original. Note: couldn't interpret '20', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS421,CMPT HW & O/S,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,-,800-1000P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '131', in original. Note: couldn't interpret 'Rahman,Muntasir', in original. Note: couldn't interpret 'Raihan', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '11', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS422,HARDWARE & COMP ORG ,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,115-315,UW1,202,"Pisan, Yusuf",Open,42,45,-,$23,-,"Pisan, Yusuf",not listed
CSS422,HARDWARE & COMP ORG ,CSS,2024,SPR,Restr,no_add_code,-,B,5,-,TTh,115-315,UW1,221,"Browne, Connor Benjamin",Open,44,45,-,$23,-,"Browne, Connor Benjamin",not listed
CSS422,HARDWARE & COMP ORG ,CSS,2024,SPR,Restr,no_add_code,-,C,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'Awad,Ahmed', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '16', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS427,EMBEDDED SYSTEMS,CSS,2024,SPR,no_restriction,no_add_code,13142,A,5,-,TTh,845-1045,UW2,211,"Folsom, Tyler C.",Open,16,24,-,$47,-,"Folsom, Tyler C.",not listed
CSS427,EMBEDDED SYSTEMS,CSS,2024,SPR,no_restriction,no_add_code,13143,AA,-,LB,F,1000-130,UW2,221,"Folsom, Tyler C.",Open,16,24,-,-,-,"Folsom, Tyler C.",not listed
CSS430,OPERATING SYSTEMS,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,330-530,UW2,240,"Parsons, Erika F.",Open,15,45,-,$23,-,"Parsons, Erika F.",not listed
CSS430,OPERATING SYSTEMS,CSS,2024,SPR,Restr,no_add_code,-,B,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '010', in original. Note: couldn't interpret 'Ahmed,Faisal', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '42', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS431,NETWORK ARCHT & MGMT,CSS,2024,SPR,no_restriction,no_add_code,13146,A,5,-,TTh,-,545-745P,*,-,-,-,-,-,-,"* Note: couldn't interpret 'Lidster,William', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '60', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret 'O', in original.",-,not listed
CSS449,DSGN & ANLYS ALGRTHM,CSS,2024,SPR,no_restriction,no_add_code,13148,A,5,-,MW,115-315,UW1,221,"Olson, Clark F",Open,31,48,-,-,-,"Olson, Clark F",not listed
CSS458,COMPUTER SIMULATION ,CSS,2024,SPR,no_restriction,no_add_code,21310,A,5,-,TTh,845-1045,UW1,202,"Lin, Johnny W",Open,8,48,-,$23,-,"Lin, Johnny W",not listed
CSS473,ENTREPRENEURSHP SEM ,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,TTh,330-530,UW1,041,"Fleming, Brandon",Closed,17,17,-,-,J,"Fleming, Brandon",not listed
CSS475,DATABASE SYSTEMS,CSS,2024,SPR,Restr,no_add_code,-,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '020', in original. Note: couldn't interpret 'Zade,Himanshu', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '47', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS475,DATABASE SYSTEMS,CSS,2024,SPR,no_restriction,no_add_code,13151,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '141', in original. Note: couldn't interpret 'Olson,Trevor', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '26', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$23', in original.",-,not listed
CSS478,USABILITY ENGR,CSS,2024,SPR,no_restriction,no_add_code,13152,A,5,-,TTh,330-530,UW1,021,"Dailey, Dharma",Open,37,40,-,$10,-,"Dailey, Dharma",not listed
CSS480,HUMAN-COMP INTERACT ,CSS,2024,SPR,no_restriction,no_add_code,13153,A,5,-,MW,1100-100,UWBB,205,"Zolyomi, Annuska",Closed,40,40,-,$10,-,"Zolyomi, Annuska",not listed
CSS490,SPECIAL TOPICS,CSS,2024,SPR,-,add_code_required,13154,A,5,-,TTh,1100-100,UW2,141,"Retik, Arkady",-,19,40,-,$10,-,"Retik, Arkady",not listed
CSS490,SPECIAL TOPICS,CSS,2024,SPR,-,add_code_required,13155,B,5,-,MW,115-315,UW2,240,"Mashhadi, Afra",-,8,48,-,$10,-,"Mashhadi, Afra",not listed
CSS495,A CMPT INTERNSHIP,CSS,2024,SPR,IS,add_code_required,21596,A,1-5,-,-,to_be_arranged,*,*,-,-,0,10,CR_NC,-,-,-,not listed
CSS496,APPL CMPT CAPSTONE,CSS,2024,SPR,-,add_code_required,13156,A,5,-,MW,330-530,UW2,340,"Kim, Jeffrey Y.",-,22,23,-,$30,-,"Kim, Jeffrey Y.",not listed
CSS497,CS & SE CAPSTONE,CSS,2024,SPR,IS,add_code_required,21597,A,-,-,-,1-10,-,-,-,-,-,-,-,-,"to_be_arranged Note: couldn't interpret '*', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS497,CS & SE CAPSTONE,CSS,2024,SPR,IS,add_code_required,21633,B,-,-,-,1-10,-,-,-,-,-,-,-,-,"to_be_arranged Note: couldn't interpret '*', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret '66', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret '$10', in original.",-,not listed
CSS498,INDEPENDENT STUDY,CSS,2024,SPR,IS,add_code_required,21598,A,1-5,-,-,to_be_arranged,*,*,-,-,2,10,-,$10,-,-,not listed
CSS498,INDEPENDENT STUDY,CSS,2024,SPR,IS,add_code_required,21599,B,1-5,-,-,to_be_arranged,*,*,-,-,8,10,CR_NC,$10,-,-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2024,SPR,IS,add_code_required,21601,A,1-5,-,-,to_be_arranged,*,*,-,-,5,10,-,$10,-,-,not listed
CSS499,UNDERGRAD RESEARCH,CSS,2024,SPR,IS,add_code_required,21600,B,1-5,-,-,to_be_arranged,*,*,-,-,2,10,CR_NC,$10,-,-,not listed
CSS545,MOBILE COMPUTING,CSS,2024,SPR,no_restriction,no_add_code,21860,B,5,-,TTh,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '020', in original. Note: couldn't interpret 'Ong,Hansel', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '1', in original. Note: couldn't interpret '3', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS553,SOFTWARE ARCH,CSS,2024,SPR,-,add_code_required,21842,B,5,-,F,400-600,*,*,"Asuncion, Hazeline U",-,0,3,-,-,JO,"Asuncion, Hazeline U",not listed
CSS566,SOFTWARE MANAGEMENT ,CSS,2024,SPR,-,add_code_required,21843,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '220', in original. Note: couldn't interpret 'Champion,Mia', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '3', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS578,ETHICAL PEN TESTING ,CSS,2024,SPR,-,add_code_required,21844,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '340', in original. Note: couldn't interpret 'Phillips,Chris', in original. Note: couldn't interpret '1', in original. Note: couldn't interpret '3', in original. Note: couldn't interpret 'J', in original.",-,not listed
CSS101,DIGITAL THINKING,CSS,2018,WIN,no_restriction,no_add_code,13231,A,5,-,TTh,845-1045,UW1,041,"Kim, Jeffrey Y.",Open,14,15,-,-,J,"Kim, Jeffrey Y.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2018,WIN,no_restriction,no_add_code,13232,A,5,-,TTh,115-315,UW1,030,"Gunnerson, Kim N.",Open,44,45,-,$10,-,"Gunnerson, Kim N.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2018,WIN,no_restriction,no_add_code,13233,B,5,-,MW,1100-100,UW1,202,"Kalmin, Lesley R",Open,39,45,-,$10,-,"Kalmin, Lesley R",not listed
CSS110,INTRO CYBERSECURITY ,CSS,2018,WIN,no_restriction,no_add_code,13234,A,5,-,TTh,330-530,UW1,050,"Dupuis, Marc J",Closed,45,45,-,-,-,"Dupuis, Marc J",not listed
CSS133,COMPT PROG ENGR II,CSS,2018,WIN,no_restriction,no_add_code,13235,A,5,-,TTh,115-315,UW1,121,"Pisan, Yusuf",Open,15,30,-,-,-,"Pisan, Yusuf",not listed
CSS142,CMPT PROG I,CSS,2018,WIN,no_restriction,no_add_code,13236,A,5,-,MW,1100-100,UW1,221,"Lin, Johnny W",Closed,48,45,-,-,-,"Lin, Johnny W",not listed
CSS142,CMPT PROG I,CSS,2018,WIN,no_restriction,no_add_code,13237,B,5,-,MW,115-315,UW1,041,"Ahmed, Ahmed_Awad_El Sayed",Open,44,45,-,-,-,"Ahmed, Ahmed_Awad_El Sayed",not listed
CSS142,CMPT PROG I,CSS,2018,WIN,-,-,13238,C,5,-,MW,845-1045,DISC,252,"Ahmed, Ahmed_Awad_El Sayed",Open,43,45,-,-,-,"Ahmed, Ahmed_Awad_El Sayed",not listed
CSS143,CMPT PROG II,CSS,2018,WIN,no_restriction,no_add_code,13239,A,5,-,TTh,115-315,UW1,041,"Si, Dong",Open,38,45,-,-,-,"Si, Dong",not listed
CSS143,CMPT PROG II,CSS,2018,WIN,no_restriction,no_add_code,13240,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '240', in original. Note: couldn't interpret 'Nixon,David', in original. Note: couldn't interpret 'M.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '31', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2018,WIN,IS,add_code_required,13241,A,1-5,-,-,to_be_arranged,-,2,-,-,40,-,-,-,-,-,not listed
CSS198,SUPERVISED STUDY,CSS,2018,WIN,IS,add_code_required,13242,B,1-5,-,-,to_be_arranged,-,0,-,-,40,-,CR_NC,-,-,-,not listed
CSS199,COMPUTING RESEARCH,CSS,2018,WIN,IS,add_code_required,13243,A,1-5,-,-,to_be_arranged,-,1,-,-,40,-,-,-,-,-,not listed
CSS199,COMPUTING RESEARCH,CSS,2018,WIN,IS,add_code_required,13244,B,1-5,-,-,to_be_arranged,-,0,-,-,40,-,CR_NC,-,-,-,not listed
CSS211,COMPUTERS & SOCIETY ,CSS,2018,WIN,no_restriction,no_add_code,13246,A,5,-,MW,330-530,UW1,261,"Anderson, Laurie Joy",Open,29,30,-,$10,-,"Anderson, Laurie Joy",not listed
CSS290,TOPICS IN COMPUTING ,CSS,2018,WIN,no_restriction,no_add_code,22274,A,3,-,TTh,330-445,UW2,211,"Hill, Erin",Open,26,30,-,$10,-,"Hill, Erin",not listed
CSS295,K12 COMPUTING EDU,CSS,2018,WIN,no_restriction,no_add_code,13247,A,2,-,W,330-530,UW1,121,"Chini, Morteza",Open,8,15,CR_NC,$10,S,"Chini, Morteza",not listed
CSS301,TECHNICAL WRITING,CSS,2018,WIN,Restr,no_add_code,-,A,5,-,MW,115-315,LBA,003,"Kool, Nancy L",Open,28,30,-,$10,W,"Kool, Nancy L",not listed
CSS301,TECHNICAL WRITING,CSS,2018,WIN,Restr,no_add_code,-,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '031', in original. Note: couldn't interpret 'Kool,Nancy', in original. Note: couldn't interpret 'L', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '26', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '$10', in original. Note: couldn't interpret 'W', in original.",-,not listed
CSS301,TECHNICAL WRITING,CSS,2018,WIN,Restr,no_add_code,-,C,5,-,TTh,115-315,LBA,003,"Zetlen, Bryan A",Closed,30,30,-,$10,W,"Zetlen, Bryan A",not listed
