,Instructor,Meeting Times,Meeting Day,Start Time,End Time,Start Minutes,End Minutes,Interval Start Minutes,Time
4894,"Price, Michele B.",845-1045,Thursday,845,1045,525,645,645,1045
4894,"Price, Michele B.",845-1045,Thursday,845,1045,525,645,645,1045
4894,"Price, Michele B.",845-1045,Thursday,845,1045,525,645,645,1045
4894,"Price, Michele B.",845-1045,Thursday,845,1045,525,645,645,1045
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4895,"Price, Michele B.",200-500,Tuesday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4896,"Price, Michele B.",200-500,Thursday,200,500,840,1020,1020,1700
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4897,"Price, Michele B.",845-1145,Friday,845,1145,525,705,705,1145
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4898,"Madzima, Thelma F",115-315,Wednesday,115,315,795,915,915,1515
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4899,"Robins, Lori",845-1045,Wednesday,845,1045,525,645,645,1045
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4900,"Anderson, Peter C",1100-100,Thursday,1100,100,660,780,780,1300
4901,"Tyson, Elizabeth Lynn",115-215,Monday,115,215,795,855,855,1415
4901,"Tyson, Elizabeth Lynn",115-215,Monday,115,215,795,855,855,1415
4901,"Tyson, Elizabeth Lynn",115-215,Monday,115,215,795,855,855,1415
4901,"Tyson, Elizabeth Lynn",115-215,Monday,115,215,795,855,855,1415
4901,"Tyson, Elizabeth Lynn",115-215,Monday,115,215,795,855,855,1415
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4902,"Tyson, Elizabeth Lynn",1215-315,Tuesday,1215,315,735,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4903,"Davidson-Atkins, Seana K",115-315,Thursday,115,315,795,915,915,1515
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4904,"Hillesland, Kristina Linnea",845-1045,Friday,845,1045,525,645,645,1045
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4905,"Hillesland, Kristina Linnea",115-315,Friday,115,315,795,915,915,1515
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4906,"Madzima, Thelma F",845-1045,Wednesday,845,1045,525,645,645,1045
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4907,"Lewis, Alaron A",115-345,Friday,115,345,795,945,945,1545
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4908,"Al-Noori, Salwa",330-530,Thursday,330,530,930,1050,1050,1730
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4909,"Zaneveld, Jesse R",1100-100,Wednesday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4910,"Chang, Cynthia",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4911,"Wacker, Douglas",1100-100,Thursday,1100,100,660,780,780,1300
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4912,"Servetnick, Marc David",115-315,Wednesday,115,315,795,915,915,1515
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4913,"Zaneveld, Jesse R",1115-145,Wednesday,1115,145,675,825,825,1345
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4914,"Crowther, Gregory J.",830-1100,Thursday,830,1100,510,660,660,1100
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4915,"Crowther, Gregory J.",1200-300,Tuesday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4916,"Crowther, Gregory J.",1200-300,Thursday,1200,300,720,900,900,1500
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
4917,"Madzima, Thelma F",1115-115,Wednesday,1115,115,675,795,795,1315
